"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Protein Groups"
"-7747450166338589829"	"False"	"High"	"IsMasterProteinCandidate"	"Q8IUE6"	"Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3"	"0.000"	"7.009"	"23"	"2"	"2"	"2"	"130"	"14.0"	"10.89"	"5.31"	"2"	"1"
"7745969777707958966"	"False"	"High"	"None"	"B2RPK0"	"Putative high mobility group protein B1-like 1 OS=Homo sapiens OX=9606 GN=HMGB1P1 PE=5 SV=1"	"0.000"	"6.951"	"8"	"2"	"2"	"2"	"211"	"24.2"	"6.21"	"6.53"	"2"	"1"
"-5309458315612800198"	"False"	"High"	"IsMasterProtein"	"O00178"	"GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3"	"0.000"	"6.940"	"4"	"2"	"2"	"2"	"669"	"72.4"	"8.34"	"4.55"	"2"	"1"
"6557504986719444742"	"False"	"High"	"None"	"P0CG38"	"POTE ankyrin domain family member I OS=Homo sapiens OX=9606 GN=POTEI PE=3 SV=1"	"0.000"	"6.932"	"2"	"2"	"3"	"1"	"1075"	"121.2"	"6.21"	"7.73"	"2"	"1"
"-7659482079913465578"	"False"	"High"	"None"	"P17661"	"Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3"	"0.000"	"6.901"	"3"	"2"	"2"	"2"	"470"	"53.5"	"5.27"	"6.09"	"2"	"1"
"844941694654797990"	"False"	"High"	"IsMasterProtein"	"P14923"	"Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3"	"0.000"	"6.896"	"5"	"3"	"3"	"3"	"745"	"81.7"	"6.14"	"8.00"	"3"	"1"
"7002487047349753336"	"False"	"High"	"None"	"P22392"	"Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1"	"0.000"	"6.880"	"24"	"3"	"3"	"3"	"152"	"17.3"	"8.41"	"4.21"	"3"	"1"
"-9167075430480271222"	"False"	"High"	"None"	"Q5XKE5"	"Keratin, type II cytoskeletal 79 OS=Homo sapiens OX=9606 GN=KRT79 PE=1 SV=2"	"0.000"	"6.863"	"4"	"2"	"2"	"0"	"535"	"57.8"	"7.20"	"6.40"	"2"	"2"
"-2968462803591276191"	"False"	"High"	"None"	"O95678"	"Keratin, type II cytoskeletal 75 OS=Homo sapiens OX=9606 GN=KRT75 PE=1 SV=2"	"0.000"	"6.863"	"4"	"2"	"2"	"0"	"551"	"59.5"	"7.74"	"6.40"	"2"	"2"
"-7113949519622435156"	"False"	"High"	"None"	"Q8WXF0"	"Serine/arginine-rich splicing factor 12 OS=Homo sapiens OX=9606 GN=SRSF12 PE=2 SV=1"	"0.000"	"6.849"	"8"	"2"	"2"	"2"	"261"	"30.5"	"11.69"	"6.43"	"2"	"1"
"4686891910023409545"	"False"	"High"	"None"	"P62140"	"Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3"	"0.000"	"6.838"	"8"	"2"	"2"	"2"	"327"	"37.2"	"6.19"	"5.23"	"2"	"1"
"-1377635877244790923"	"False"	"High"	"None"	"P36873"	"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1"	"0.000"	"6.838"	"8"	"2"	"2"	"2"	"323"	"37.0"	"6.54"	"5.23"	"2"	"1"
"866424040394030727"	"False"	"High"	"IsMasterProtein"	"Q15052"	"Rho guanine nucleotide exchange factor 6 OS=Homo sapiens OX=9606 GN=ARHGEF6 PE=1 SV=2"	"0.000"	"6.818"	"3"	"2"	"2"	"2"	"776"	"87.4"	"6.05"	"5.82"	"2"	"1"
"1734790582977372175"	"False"	"High"	"IsMasterProtein"	"P54136"	"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2"	"0.000"	"6.799"	"3"	"2"	"2"	"2"	"660"	"75.3"	"6.68"	"5.42"	"2"	"1"
"2271404358644786379"	"False"	"High"	"IsMasterProtein"	"P46778"	"60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2"	"0.000"	"6.750"	"9"	"1"	"1"	"1"	"160"	"18.6"	"10.49"	"5.18"	"1"	"1"
"-795610127174802190"	"False"	"High"	"IsMasterProtein"	"P15311"	"Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4"	"0.000"	"6.727"	"9"	"4"	"4"	"1"	"586"	"69.4"	"6.27"	"5.52"	"4"	"1"
"-4248741172720899665"	"False"	"High"	"IsMasterProtein"	"P62304"	"Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1"	"0.000"	"6.719"	"12"	"1"	"2"	"1"	"92"	"10.8"	"9.44"	"5.96"	"1"	"1"
"-7309351128836490355"	"False"	"High"	"IsMasterProtein"	"P26583"	"High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2"	"0.000"	"6.654"	"13"	"3"	"3"	"3"	"209"	"24.0"	"7.81"	"4.03"	"3"	"1"
"-1941852327752543049"	"False"	"High"	"IsMasterProtein"	"Q93009"	"Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2"	"0.000"	"6.635"	"2"	"1"	"1"	"1"	"1102"	"128.2"	"5.55"	"3.76"	"1"	"1"
"-7478524853152137733"	"False"	"High"	"IsMasterProtein"	"P43487"	"Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1"	"0.000"	"6.603"	"11"	"2"	"2"	"2"	"201"	"23.3"	"5.29"	"5.45"	"2"	"1"
"6644572302644832612"	"False"	"High"	"IsMasterProteinCandidate"	"P01611"	"Immunoglobulin kappa variable 1D-12 OS=Homo sapiens OX=9606 GN=IGKV1D-12 PE=1 SV=2"	"0.000"	"6.593"	"14"	"1"	"11"	"1"	"117"	"12.6"	"7.84"	"14.47"	"1"	"1"
"224164108238228829"	"False"	"High"	"IsMasterProteinCandidate"	"A0A0C4DH73"	"Immunoglobulin kappa variable 1-12 OS=Homo sapiens OX=9606 GN=IGKV1-12 PE=3 SV=1"	"0.000"	"6.593"	"14"	"1"	"11"	"1"	"117"	"12.6"	"8.31"	"14.47"	"1"	"1"
"-3778911053043951689"	"False"	"High"	"IsMasterProtein"	"A0A0C4DH72"	"Immunoglobulin kappa variable 1-6 OS=Homo sapiens OX=9606 GN=IGKV1-6 PE=3 SV=1"	"0.000"	"6.593"	"14"	"1"	"11"	"1"	"117"	"12.7"	"8.29"	"14.47"	"1"	"1"
"-3614013111416608202"	"False"	"High"	"IsMasterProteinCandidate"	"P04432"	"Immunoglobulin kappa variable 1D-39 OS=Homo sapiens OX=9606 GN=IGKV1D-39 PE=3 SV=2"	"0.000"	"6.593"	"14"	"1"	"11"	"1"	"117"	"12.7"	"8.66"	"14.47"	"1"	"1"
"-1037081558044957936"	"False"	"High"	"IsMasterProtein"	"P21796"	"Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2"	"0.000"	"6.549"	"17"	"3"	"3"	"3"	"283"	"30.8"	"8.54"	"4.97"	"3"	"1"
"-2158743068394578481"	"False"	"High"	"IsMasterProtein"	"P29401"	"Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3"	"0.000"	"6.548"	"4"	"1"	"1"	"1"	"623"	"67.8"	"7.66"	"4.07"	"1"	"1"
"1908270249902800016"	"False"	"High"	"IsMasterProtein"	"P35573"	"Glycogen debranching enzyme OS=Homo sapiens OX=9606 GN=AGL PE=1 SV=3"	"0.000"	"6.546"	"2"	"3"	"3"	"3"	"1532"	"174.7"	"6.76"	"4.27"	"3"	"1"
"-7520676134801706824"	"False"	"High"	"IsMasterProtein"	"P0DSN7"	"Probable non-functional immunoglobulinn kappa variable 1D-37 OS=Homo sapiens OX=9606 GN=IGKV1D-37 PE=5 SV=1"	"0.000"	"6.542"	"14"	"1"	"3"	"1"	"117"	"12.7"	"9.25"	"6.35"	"1"	"1"
"-7657012177295081485"	"False"	"High"	"IsMasterProtein"	"O43684"	"Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1"	"0.000"	"6.517"	"11"	"3"	"3"	"3"	"328"	"37.1"	"6.84"	"8.07"	"3"	"1"
"3946682035619075212"	"False"	"High"	"IsMasterProtein"	"Q00688"	"Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1"	"0.000"	"6.512"	"12"	"2"	"3"	"2"	"224"	"25.2"	"9.28"	"5.67"	"2"	"1"
"-3928558694847449526"	"False"	"High"	"IsMasterProtein"	"Q9UBQ5"	"Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1"	"0.000"	"6.504"	"7"	"2"	"2"	"2"	"218"	"25.0"	"4.93"	"6.74"	"2"	"1"
"-2227008394942671266"	"False"	"High"	"IsMasterProtein"	"Q9BUQ8"	"Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens OX=9606 GN=DDX23 PE=1 SV=3"	"0.000"	"6.495"	"3"	"2"	"2"	"2"	"820"	"95.5"	"9.55"	"4.49"	"2"	"1"
"-3902641514385650329"	"False"	"High"	"IsMasterProtein"	"Q5BKZ1"	"DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2"	"0.000"	"6.492"	"4"	"2"	"2"	"2"	"582"	"65.6"	"5.15"	"6.21"	"2"	"1"
"-8547587141624532923"	"False"	"High"	"IsMasterProtein"	"Q9UKV8"	"Protein argonaute-2 OS=Homo sapiens OX=9606 GN=AGO2 PE=1 SV=3"	"0.000"	"6.459"	"3"	"2"	"2"	"2"	"859"	"97.1"	"9.19"	"5.79"	"2"	"1"
"2805084755290845876"	"False"	"High"	"IsMasterProtein"	"Q09161"	"Nuclear cap-binding protein subunit 1 OS=Homo sapiens OX=9606 GN=NCBP1 PE=1 SV=1"	"0.000"	"6.410"	"3"	"2"	"2"	"2"	"790"	"91.8"	"6.43"	"4.94"	"2"	"1"
"1871609499973025843"	"False"	"High"	"IsMasterProtein"	"Q07021"	"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1"	"0.000"	"6.373"	"5"	"1"	"1"	"1"	"282"	"31.3"	"4.84"	"3.42"	"1"	"1"
"-3574208382527803870"	"False"	"High"	"IsMasterProtein"	"Q9Y2X7"	"ARF GTPase-activating protein GIT1 OS=Homo sapiens OX=9606 GN=GIT1 PE=1 SV=2"	"0.000"	"6.366"	"5"	"3"	"3"	"1"	"761"	"84.3"	"6.80"	"4.15"	"3"	"1"
"6534553132144552728"	"False"	"High"	"IsMasterProteinCandidate"	"Q09028"	"Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3"	"0.000"	"6.303"	"5"	"3"	"3"	"3"	"425"	"47.6"	"4.89"	"5.63"	"3"	"1"
"-8097806180956091720"	"False"	"High"	"IsMasterProtein"	"Q16576"	"Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1"	"0.000"	"6.303"	"5"	"3"	"3"	"3"	"425"	"47.8"	"5.05"	"5.63"	"3"	"1"
"1728322554936911435"	"False"	"High"	"IsMasterProtein"	"Q14978"	"Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2"	"0.000"	"6.298"	"8"	"3"	"4"	"3"	"699"	"73.6"	"9.47"	"3.62"	"3"	"1"
"-7556916282893625233"	"False"	"High"	"IsMasterProtein"	"O15347"	"High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4"	"0.000"	"6.277"	"14"	"2"	"2"	"2"	"200"	"23.0"	"8.37"	"5.15"	"2"	"1"
"-536665306058471520"	"False"	"High"	"IsMasterProtein"	"Q07020"	"60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2"	"0.000"	"6.277"	"14"	"2"	"2"	"2"	"188"	"21.6"	"11.72"	"5.46"	"2"	"1"
"-5836561258245124912"	"False"	"High"	"IsMasterProtein"	"Q6P6C2"	"RNA demethylase ALKBH5 OS=Homo sapiens OX=9606 GN=ALKBH5 PE=1 SV=2"	"0.000"	"6.245"	"9"	"3"	"3"	"3"	"394"	"44.2"	"9.09"	"7.54"	"3"	"1"
"7449371538365957033"	"False"	"High"	"IsMasterProtein"	"P12270"	"Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3"	"0.000"	"6.206"	"1"	"2"	"2"	"2"	"2363"	"267.1"	"5.02"	"5.06"	"2"	"1"
"551881844425109656"	"False"	"High"	"IsMasterProtein"	"Q13573"	"SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1"	"0.000"	"6.200"	"6"	"2"	"2"	"2"	"536"	"61.5"	"9.52"	"2.95"	"2"	"1"
"908398624639479548"	"False"	"High"	"IsMasterProtein"	"P62913"	"60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2"	"0.000"	"6.197"	"13"	"2"	"2"	"2"	"178"	"20.2"	"9.60"	"6.24"	"2"	"1"
"-2154176655508352970"	"False"	"High"	"IsMasterProtein"	"Q13642"	"Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4"	"0.000"	"6.170"	"7"	"2"	"2"	"2"	"323"	"36.2"	"8.97"	"5.30"	"2"	"1"
"3269209104434095274"	"False"	"High"	"IsMasterProtein"	"P40227"	"T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3"	"0.000"	"6.167"	"5"	"2"	"3"	"2"	"531"	"58.0"	"6.68"	"4.15"	"2"	"1"
"-8307908846177998742"	"False"	"High"	"IsMasterProtein"	"P20248"	"Cyclin-A2 OS=Homo sapiens OX=9606 GN=CCNA2 PE=1 SV=2"	"0.000"	"6.147"	"6"	"1"	"1"	"1"	"432"	"48.5"	"6.54"	"4.54"	"1"	"1"
"6718063858029524947"	"False"	"High"	"IsMasterProtein"	"P50395"	"Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2"	"0.000"	"6.008"	"6"	"2"	"2"	"2"	"445"	"50.6"	"6.47"	"5.71"	"2"	"1"
"-5244686502761723114"	"False"	"High"	"None"	"P22090"	"40S ribosomal protein S4, Y isoform 1 OS=Homo sapiens OX=9606 GN=RPS4Y1 PE=1 SV=2"	"0.000"	"6.000"	"8"	"2"	"3"	"2"	"263"	"29.4"	"10.24"	"7.17"	"2"	"1"
"765579875042607640"	"False"	"High"	"IsMasterProtein"	"Q15843"	"NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1"	"0.000"	"5.994"	"17"	"1"	"1"	"1"	"81"	"9.1"	"8.43"	"3.98"	"1"	"1"
"479793662138796228"	"False"	"High"	"IsMasterProtein"	"P61221"	"ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1"	"0.000"	"5.985"	"5"	"3"	"3"	"3"	"599"	"67.3"	"8.34"	"5.55"	"3"	"1"
"-6323508991921497100"	"False"	"High"	"IsMasterProtein"	"Q8IZP2"	"Putative protein FAM10A4 OS=Homo sapiens OX=9606 GN=ST13P4 PE=5 SV=1"	"0.000"	"5.977"	"10"	"2"	"2"	"2"	"240"	"27.4"	"5.08"	"4.95"	"2"	"1"
"892017262967002124"	"False"	"High"	"IsMasterProteinCandidate"	"Q8NFI4"	"Putative protein FAM10A5 OS=Homo sapiens OX=9606 GN=ST13P5 PE=5 SV=1"	"0.000"	"5.977"	"6"	"2"	"2"	"2"	"369"	"41.4"	"5.05"	"4.95"	"2"	"1"
"-1679721907195940966"	"False"	"High"	"IsMasterProteinCandidate"	"P50502"	"Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2"	"0.000"	"5.977"	"6"	"2"	"2"	"2"	"369"	"41.3"	"5.27"	"4.95"	"2"	"1"
"3035595102958398127"	"False"	"High"	"IsMasterProtein"	"P46777"	"60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3"	"0.000"	"5.963"	"16"	"4"	"4"	"4"	"297"	"34.3"	"9.72"	"6.95"	"4"	"1"
"-5377867133964341860"	"False"	"High"	"IsMasterProtein"	"P02656"	"Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1"	"0.000"	"5.943"	"16"	"1"	"1"	"1"	"99"	"10.8"	"5.41"	"4.62"	"1"	"1"
"-1764632123327779223"	"False"	"High"	"IsMasterProtein"	"P46060"	"Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1"	"0.000"	"5.926"	"4"	"2"	"3"	"2"	"587"	"63.5"	"4.68"	"2.95"	"2"	"1"
"-8882666347281850930"	"False"	"High"	"IsMasterProtein"	"P48739"	"Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2"	"0.000"	"5.916"	"8"	"1"	"1"	"1"	"271"	"31.5"	"6.87"	"3.29"	"1"	"1"
"-4457401366019025404"	"False"	"High"	"IsMasterProtein"	"Q7KZI7"	"Serine/threonine-protein kinase MARK2 OS=Homo sapiens OX=9606 GN=MARK2 PE=1 SV=2"	"0.000"	"5.879"	"3"	"1"	"1"	"1"	"788"	"87.9"	"9.72"	"4.06"	"1"	"1"
"1683899515612259900"	"False"	"High"	"IsMasterProtein"	"O94776"	"Metastasis-associated protein MTA2 OS=Homo sapiens OX=9606 GN=MTA2 PE=1 SV=1"	"0.000"	"5.815"	"3"	"2"	"2"	"2"	"668"	"75.0"	"9.66"	"5.52"	"2"	"1"
"1058361017873513588"	"False"	"High"	"IsMasterProtein"	"P63173"	"60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2"	"0.000"	"5.797"	"36"	"2"	"2"	"2"	"70"	"8.2"	"10.10"	"5.75"	"2"	"1"
"-7302016058410828571"	"False"	"High"	"IsMasterProtein"	"O75940"	"Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens OX=9606 GN=SMNDC1 PE=1 SV=1"	"0.000"	"5.793"	"11"	"1"	"1"	"1"	"238"	"26.7"	"7.24"	"3.21"	"1"	"1"
"4471349255838518587"	"False"	"High"	"IsMasterProtein"	"P23526"	"Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4"	"0.000"	"5.764"	"6"	"3"	"3"	"3"	"432"	"47.7"	"6.34"	"6.21"	"3"	"1"
"6639457363078970209"	"False"	"High"	"IsMasterProtein"	"P35659"	"Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1"	"0.000"	"5.744"	"6"	"2"	"2"	"2"	"375"	"42.6"	"8.56"	"5.03"	"2"	"1"
"-4605522544337800066"	"False"	"High"	"IsMasterProtein"	"Q9Y3U8"	"60S ribosomal protein L36 OS=Homo sapiens OX=9606 GN=RPL36 PE=1 SV=3"	"0.000"	"5.740"	"19"	"2"	"2"	"2"	"105"	"12.2"	"11.59"	"5.17"	"2"	"1"
"916743004623214960"	"False"	"High"	"IsMasterProtein"	"P62266"	"40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3"	"0.000"	"5.740"	"16"	"2"	"2"	"2"	"143"	"15.8"	"10.49"	"6.67"	"2"	"1"
"-5020156173719760126"	"False"	"High"	"None"	"P41219"	"Peripherin OS=Homo sapiens OX=9606 GN=PRPH PE=1 SV=2"	"0.000"	"5.731"	"4"	"2"	"2"	"2"	"470"	"53.6"	"5.47"	"5.11"	"2"	"1"
"370304273166594920"	"False"	"High"	"IsMasterProtein"	"O94906"	"Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1"	"0.000"	"5.726"	"2"	"1"	"1"	"1"	"941"	"106.9"	"8.25"	"2.63"	"1"	"1"
"8125599575558658963"	"False"	"High"	"IsMasterProteinRejected"	"Q5JQF8"	"Polyadenylate-binding protein 1-like 2 OS=Homo sapiens OX=9606 GN=PABPC1L2A PE=2 SV=1"	"0.000"	"5.674"	"10"	"2"	"2"	"0"	"200"	"22.8"	"9.10"	"4.57"	"2"	"0"
"-278084852242495840"	"False"	"High"	"IsMasterProtein"	"P62861"	"40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1"	"0.000"	"5.647"	"19"	"2"	"2"	"2"	"59"	"6.6"	"12.15"	"5.12"	"2"	"1"
"715968340642640214"	"False"	"High"	"IsMasterProtein"	"Q9H9A6"	"Leucine-rich repeat-containing protein 40 OS=Homo sapiens OX=9606 GN=LRRC40 PE=1 SV=1"	"0.000"	"5.639"	"5"	"3"	"3"	"3"	"602"	"68.2"	"6.43"	"4.80"	"3"	"1"
"7973813700341614243"	"False"	"High"	"IsMasterProtein"	"Q96SB4"	"SRSF protein kinase 1 OS=Homo sapiens OX=9606 GN=SRPK1 PE=1 SV=2"	"0.000"	"5.607"	"4"	"2"	"2"	"2"	"655"	"74.3"	"6.16"	"4.87"	"2"	"1"
"-7873771796286241695"	"False"	"High"	"None"	"A6NHL2"	"Tubulin alpha chain-like 3 OS=Homo sapiens OX=9606 GN=TUBAL3 PE=1 SV=2"	"0.000"	"5.582"	"2"	"2"	"4"	"2"	"446"	"49.9"	"6.05"	"2.04"	"2"	"1"
"8095037981369694658"	"False"	"High"	"IsMasterProtein"	"P52434"	"DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens OX=9606 GN=POLR2H PE=1 SV=4"	"0.000"	"5.535"	"18"	"1"	"1"	"1"	"150"	"17.1"	"4.68"	"3.15"	"1"	"1"
"-1185823400457956089"	"False"	"High"	"None"	"Q7Z3Y9"	"Keratin, type I cytoskeletal 26 OS=Homo sapiens OX=9606 GN=KRT26 PE=1 SV=2"	"0.000"	"5.531"	"2"	"1"	"17"	"0"	"468"	"51.9"	"4.92"	"39.95"	"1"	"3"
"3289616204838975461"	"False"	"High"	"IsMasterProtein"	"P62851"	"40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1"	"0.000"	"5.514"	"15"	"2"	"2"	"2"	"125"	"13.7"	"10.11"	"5.25"	"2"	"1"
"9124965961007810906"	"False"	"High"	"IsMasterProtein"	"P11387"	"DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2"	"0.000"	"5.466"	"3"	"2"	"2"	"2"	"765"	"90.7"	"9.31"	"3.15"	"2"	"1"
"-4685450292699183556"	"False"	"High"	"IsMasterProtein"	"P43246"	"DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1"	"0.000"	"5.426"	"3"	"3"	"3"	"3"	"934"	"104.7"	"5.77"	"4.12"	"3"	"1"
"7129667850847229200"	"False"	"High"	"IsMasterProtein"	"P52209"	"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3"	"0.000"	"5.419"	"4"	"1"	"1"	"1"	"483"	"53.1"	"7.23"	"3.84"	"1"	"1"
"-558081350695480590"	"False"	"High"	"IsMasterProtein"	"O43172"	"U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2"	"0.000"	"5.415"	"6"	"2"	"2"	"2"	"522"	"58.4"	"7.42"	"4.49"	"2"	"1"
"1761615694951134021"	"False"	"High"	"IsMasterProtein"	"P62888"	"60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2"	"0.000"	"5.412"	"10"	"2"	"2"	"2"	"115"	"12.8"	"9.63"	"5.75"	"2"	"1"
"6373190460563601224"	"False"	"High"	"IsMasterProtein"	"Q7L014"	"Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2"	"0.000"	"5.399"	"2"	"2"	"2"	"2"	"1031"	"117.3"	"9.29"	"5.18"	"2"	"1"
"5758316461638693187"	"False"	"High"	"IsMasterProtein"	"Q05519"	"Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1"	"0.000"	"5.392"	"4"	"1"	"1"	"1"	"484"	"53.5"	"10.52"	"3.30"	"1"	"1"
"-2063418146080875135"	"False"	"High"	"IsMasterProtein"	"O76094"	"Signal recognition particle subunit SRP72 OS=Homo sapiens OX=9606 GN=SRP72 PE=1 SV=3"	"0.000"	"5.376"	"3"	"1"	"1"	"1"	"671"	"74.6"	"9.26"	"2.95"	"1"	"1"
"-956583544951272797"	"False"	"High"	"IsMasterProtein"	"Q8IY81"	"pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2"	"0.000"	"5.372"	"4"	"2"	"2"	"2"	"847"	"96.5"	"8.40"	"5.46"	"2"	"1"
"-1707703891335855171"	"False"	"High"	"IsMasterProtein"	"Q7Z478"	"ATP-dependent RNA helicase DHX29 OS=Homo sapiens OX=9606 GN=DHX29 PE=1 SV=2"	"0.000"	"5.360"	"1"	"1"	"1"	"1"	"1369"	"155.1"	"8.09"	"3.57"	"1"	"1"
"-5797732752713602243"	"False"	"High"	"IsMasterProtein"	"Q15050"	"Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2"	"0.000"	"5.330"	"8"	"2"	"2"	"2"	"365"	"41.2"	"10.70"	"5.14"	"2"	"1"
"5211801014996619812"	"False"	"High"	"IsMasterProtein"	"O43143"	"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2"	"0.000"	"5.309"	"4"	"2"	"2"	"2"	"795"	"90.9"	"7.46"	"2.98"	"2"	"1"
"2215661484008569262"	"False"	"High"	"IsMasterProtein"	"Q9UBW7"	"Zinc finger MYM-type protein 2 OS=Homo sapiens OX=9606 GN=ZMYM2 PE=1 SV=1"	"0.000"	"5.281"	"3"	"3"	"3"	"3"	"1377"	"154.8"	"6.34"	"4.93"	"3"	"1"
"7273803465605434037"	"False"	"High"	"IsMasterProtein"	"P05455"	"Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2"	"0.000"	"5.274"	"4"	"2"	"2"	"2"	"408"	"46.8"	"7.12"	"2.78"	"2"	"1"
"3666835465541347575"	"False"	"High"	"IsMasterProtein"	"Q14684"	"Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens OX=9606 GN=RRP1B PE=1 SV=3"	"0.000"	"5.249"	"3"	"2"	"2"	"2"	"758"	"84.4"	"9.76"	"4.96"	"2"	"1"
"9139942290346830630"	"False"	"High"	"IsMasterProtein"	"P30084"	"Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4"	"0.000"	"5.214"	"7"	"1"	"1"	"1"	"290"	"31.4"	"8.07"	"3.58"	"1"	"1"
