"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Protein Groups"
"8858852225098701208"	"False"	"High"	"IsMasterProtein"	"P49642"	"DNA primase small subunit OS=Homo sapiens OX=9606 GN=PRIM1 PE=1 SV=1"	"0.000"	"6.296"	"5"	"1"	"1"	"1"	"420"	"49.9"	"8.21"	"3.90"	"1"	"1"
"3780943028693763467"	"False"	"High"	"IsMasterProtein"	"Q9H009"	"Nascent polypeptide-associated complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=NACA2 PE=1 SV=1"	"0.000"	"6.286"	"7"	"1"	"1"	"1"	"215"	"23.2"	"4.73"	"4.61"	"1"	"1"
"7945611468628581935"	"False"	"High"	"IsMasterProtein"	"Q96I25"	"Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1"	"0.000"	"6.284"	"5"	"2"	"2"	"2"	"401"	"44.9"	"5.97"	"5.76"	"2"	"1"
"901750594555899915"	"False"	"High"	"None"	"P10589"	"COUP transcription factor 1 OS=Homo sapiens OX=9606 GN=NR2F1 PE=1 SV=1"	"0.000"	"6.270"	"3"	"1"	"1"	"1"	"423"	"46.1"	"8.25"	"3.86"	"1"	"1"
"-4801865805934873113"	"False"	"High"	"IsMasterProtein"	"Q86YR5"	"G-protein-signaling modulator 1 OS=Homo sapiens OX=9606 GN=GPSM1 PE=1 SV=2"	"0.000"	"6.252"	"2"	"1"	"1"	"1"	"675"	"74.5"	"6.54"	"4.08"	"1"	"1"
"-6980726595472841033"	"False"	"High"	"IsMasterProtein"	"P24941"	"Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=2"	"0.000"	"6.212"	"7"	"2"	"2"	"1"	"298"	"33.9"	"8.68"	"5.66"	"2"	"1"
"-939822893249049493"	"False"	"High"	"IsMasterProteinCandidate"	"Q00526"	"Cyclin-dependent kinase 3 OS=Homo sapiens OX=9606 GN=CDK3 PE=1 SV=1"	"0.000"	"6.212"	"7"	"2"	"2"	"1"	"305"	"35.0"	"8.79"	"5.66"	"2"	"1"
"-5020156173719760126"	"False"	"High"	"None"	"P41219"	"Peripherin OS=Homo sapiens OX=9606 GN=PRPH PE=1 SV=2"	"0.000"	"6.169"	"4"	"2"	"2"	"2"	"470"	"53.6"	"5.47"	"5.37"	"2"	"1"
"-2830448209821531490"	"False"	"High"	"IsMasterProtein"	"Q9GZS3"	"WD repeat-containing protein 61 OS=Homo sapiens OX=9606 GN=WDR61 PE=1 SV=1"	"0.000"	"6.155"	"5"	"1"	"1"	"1"	"305"	"33.6"	"5.47"	"3.67"	"1"	"1"
"1845643412684317790"	"False"	"High"	"IsMasterProteinCandidate"	"P49674"	"Casein kinase I isoform epsilon OS=Homo sapiens OX=9606 GN=CSNK1E PE=1 SV=1"	"0.000"	"6.138"	"6"	"2"	"2"	"2"	"416"	"47.3"	"9.66"	"5.19"	"2"	"1"
"342990274906048664"	"False"	"High"	"IsMasterProtein"	"P48730"	"Casein kinase I isoform delta OS=Homo sapiens OX=9606 GN=CSNK1D PE=1 SV=2"	"0.000"	"6.138"	"7"	"2"	"2"	"2"	"415"	"47.3"	"9.74"	"5.19"	"2"	"1"
"1998394200407490675"	"False"	"High"	"IsMasterProtein"	"Q8WUA4"	"General transcription factor 3C polypeptide 2 OS=Homo sapiens OX=9606 GN=GTF3C2 PE=1 SV=2"	"0.000"	"6.131"	"4"	"2"	"2"	"2"	"911"	"100.6"	"7.31"	"4.83"	"2"	"1"
"5167676998188788346"	"False"	"High"	"IsMasterProtein"	"Q96EV2"	"RNA-binding protein 33 OS=Homo sapiens OX=9606 GN=RBM33 PE=1 SV=3"	"0.000"	"6.098"	"2"	"1"	"1"	"1"	"1170"	"129.9"	"6.93"	"3.55"	"1"	"1"
"-6011940264998513028"	"False"	"High"	"IsMasterProtein"	"O00429"	"Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2"	"0.000"	"6.094"	"3"	"1"	"1"	"1"	"736"	"81.8"	"6.81"	"3.89"	"1"	"1"
"-5021111573985097636"	"False"	"High"	"None"	"Q2M2I5"	"Keratin, type I cytoskeletal 24 OS=Homo sapiens OX=9606 GN=KRT24 PE=1 SV=1"	"0.000"	"6.090"	"3"	"2"	"3"	"1"	"525"	"55.1"	"4.96"	"6.84"	"2"	"1"
"6456635449604072928"	"False"	"High"	"IsMasterProtein"	"P30419"	"Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2"	"0.000"	"6.089"	"5"	"2"	"2"	"2"	"496"	"56.8"	"7.80"	"5.75"	"2"	"1"
"-3716051439609727834"	"False"	"High"	"IsMasterProtein"	"Q9NW82"	"WD repeat-containing protein 70 OS=Homo sapiens OX=9606 GN=WDR70 PE=1 SV=1"	"0.000"	"6.074"	"4"	"2"	"2"	"2"	"654"	"73.2"	"6.33"	"5.34"	"2"	"1"
"-6066576864868279087"	"False"	"High"	"IsMasterProtein"	"Q9Y263"	"Phospholipase A-2-activating protein OS=Homo sapiens OX=9606 GN=PLAA PE=1 SV=2"	"0.000"	"6.056"	"2"	"1"	"1"	"1"	"795"	"87.1"	"6.37"	"2.53"	"1"	"1"
"-1585817169106109779"	"False"	"High"	"IsMasterProtein"	"Q9P2D1"	"Chromodomain-helicase-DNA-binding protein 7 OS=Homo sapiens OX=9606 GN=CHD7 PE=1 SV=3"	"0.000"	"6.029"	"1"	"3"	"3"	"1"	"2997"	"335.7"	"6.34"	"7.23"	"3"	"1"
"-2154176655508352970"	"False"	"High"	"IsMasterProtein"	"Q13642"	"Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4"	"0.000"	"6.026"	"7"	"2"	"2"	"2"	"323"	"36.2"	"8.97"	"5.20"	"2"	"1"
"1745587393754728304"	"False"	"High"	"IsMasterProtein"	"Q9NQZ2"	"Something about silencing protein 10 OS=Homo sapiens OX=9606 GN=UTP3 PE=1 SV=1"	"0.000"	"6.021"	"5"	"1"	"1"	"1"	"479"	"54.5"	"5.62"	"3.57"	"1"	"1"
"-6902866621778883125"	"False"	"High"	"IsMasterProtein"	"P04004"	"Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1"	"0.000"	"6.011"	"3"	"1"	"1"	"1"	"478"	"54.3"	"5.80"	"4.21"	"1"	"1"
"-2599348248423270713"	"False"	"High"	"IsMasterProtein"	"P23258"	"Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2"	"0.000"	"6.008"	"3"	"1"	"1"	"1"	"451"	"51.1"	"6.14"	"3.52"	"1"	"1"
"4823092055149835277"	"False"	"High"	"IsMasterProteinCandidate"	"Q9NRH3"	"Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1"	"0.000"	"6.008"	"3"	"1"	"1"	"1"	"451"	"51.1"	"5.80"	"3.52"	"1"	"1"
"-1352490875980109709"	"False"	"High"	"IsMasterProtein"	"Q5VVQ6"	"Ubiquitin thioesterase OTU1 OS=Homo sapiens OX=9606 GN=YOD1 PE=1 SV=1"	"0.000"	"5.989"	"4"	"1"	"1"	"1"	"348"	"38.3"	"6.11"	"3.05"	"1"	"1"
"3301543360737881129"	"False"	"High"	"IsMasterProtein"	"Q9Y281"	"Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1"	"0.000"	"5.971"	"19"	"2"	"2"	"1"	"166"	"18.7"	"7.88"	"5.63"	"2"	"1"
"-3949096695489977400"	"False"	"High"	"IsMasterProtein"	"P05386"	"60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1"	"0.000"	"5.968"	"14"	"1"	"1"	"1"	"114"	"11.5"	"4.32"	"3.70"	"1"	"1"
"-3731678403857668842"	"False"	"High"	"IsMasterProtein"	"P10768"	"S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2"	"0.000"	"5.962"	"15"	"3"	"3"	"3"	"282"	"31.4"	"7.02"	"6.42"	"3"	"1"
"1987024820899376297"	"False"	"High"	"IsMasterProtein"	"Q9BRA2"	"Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1"	"0.000"	"5.956"	"20"	"2"	"2"	"2"	"123"	"13.9"	"5.52"	"5.88"	"2"	"1"
"2703376622299265366"	"False"	"High"	"IsMasterProtein"	"Q9UKF6"	"Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=1"	"0.000"	"5.950"	"2"	"1"	"1"	"1"	"684"	"77.4"	"5.60"	"3.22"	"1"	"1"
"-2073343742872687381"	"False"	"High"	"None"	"Q96A08"	"Histone H2B type 1-A OS=Homo sapiens OX=9606 GN=H2BC1 PE=1 SV=3"	"0.000"	"5.946"	"18"	"2"	"2"	"0"	"127"	"14.2"	"10.32"	"3.88"	"2"	"2"
"-469021931412063719"	"False"	"High"	"IsMasterProtein"	"P53618"	"Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3"	"0.000"	"5.937"	"3"	"2"	"2"	"2"	"953"	"107.1"	"6.05"	"4.94"	"2"	"1"
"-34001002036977343"	"False"	"High"	"IsMasterProtein"	"O76003"	"Glutaredoxin-3 OS=Homo sapiens OX=9606 GN=GLRX3 PE=1 SV=2"	"0.000"	"5.931"	"10"	"2"	"2"	"2"	"335"	"37.4"	"5.39"	"2.78"	"2"	"1"
"-3674589448003344018"	"False"	"High"	"IsMasterProtein"	"Q5T749"	"Keratinocyte proline-rich protein OS=Homo sapiens OX=9606 GN=KPRP PE=1 SV=1"	"0.000"	"5.930"	"4"	"1"	"1"	"1"	"579"	"64.1"	"8.27"	"4.63"	"1"	"1"
"2874885037648560876"	"False"	"High"	"IsMasterProtein"	"O60869"	"Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1"	"0.000"	"5.926"	"10"	"1"	"1"	"1"	"148"	"16.4"	"9.95"	"4.50"	"1"	"1"
"-2982172693089125932"	"False"	"High"	"IsMasterProtein"	"P28066"	"Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3"	"0.000"	"5.925"	"9"	"2"	"2"	"2"	"241"	"26.4"	"4.79"	"5.74"	"2"	"1"
"5272844491039920934"	"False"	"High"	"IsMasterProtein"	"P09661"	"U2 small nuclear ribonucleoprotein A' OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2"	"0.000"	"5.904"	"5"	"1"	"1"	"1"	"255"	"28.4"	"8.62"	"3.60"	"1"	"1"
"-1724128040623474040"	"False"	"High"	"IsMasterProtein"	"Q66PJ3"	"ADP-ribosylation factor-like protein 6-interacting protein 4 OS=Homo sapiens OX=9606 GN=ARL6IP4 PE=1 SV=2"	"0.000"	"5.902"	"4"	"2"	"2"	"2"	"421"	"44.9"	"10.93"	"6.42"	"2"	"1"
"4115267819831113520"	"False"	"High"	"IsMasterProtein"	"Q8IX18"	"Probable ATP-dependent RNA helicase DHX40 OS=Homo sapiens OX=9606 GN=DHX40 PE=1 SV=2"	"0.000"	"5.887"	"2"	"1"	"1"	"1"	"779"	"88.5"	"8.65"	"3.29"	"1"	"1"
"4010780836197462310"	"False"	"High"	"IsMasterProtein"	"Q15427"	"Splicing factor 3B subunit 4 OS=Homo sapiens OX=9606 GN=SF3B4 PE=1 SV=1"	"0.000"	"5.884"	"3"	"1"	"1"	"1"	"424"	"44.4"	"8.56"	"3.65"	"1"	"1"
"-6707241685728679125"	"False"	"High"	"IsMasterProtein"	"Q9NY93"	"Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens OX=9606 GN=DDX56 PE=1 SV=1"	"0.000"	"5.881"	"3"	"1"	"1"	"1"	"547"	"61.6"	"9.26"	"3.67"	"1"	"1"
"-5053375512568543969"	"False"	"High"	"IsMasterProtein"	"Q0VDF9"	"Heat shock 70 kDa protein 14 OS=Homo sapiens OX=9606 GN=HSPA14 PE=1 SV=1"	"0.000"	"5.880"	"4"	"1"	"1"	"1"	"509"	"54.8"	"5.59"	"3.96"	"1"	"1"
"-1731836712365792529"	"False"	"High"	"IsMasterProteinCandidate"	"A0A0C4DH69"	"Immunoglobulin kappa variable 1-9 OS=Homo sapiens OX=9606 GN=IGKV1-9 PE=3 SV=1"	"0.000"	"5.840"	"14"	"1"	"5"	"1"	"117"	"12.7"	"8.29"	"6.80"	"1"	"1"
"-8587777669832743385"	"False"	"High"	"IsMasterProtein"	"A0A075B6S5"	"Immunoglobulin kappa variable 1-27 OS=Homo sapiens OX=9606 GN=IGKV1-27 PE=3 SV=1"	"0.000"	"5.840"	"14"	"1"	"5"	"1"	"117"	"12.7"	"8.29"	"6.80"	"1"	"1"
"4714352842576280883"	"False"	"High"	"IsMasterProteinCandidate"	"A0A0C4DH67"	"Immunoglobulin kappa variable 1-8 OS=Homo sapiens OX=9606 GN=IGKV1-8 PE=3 SV=1"	"0.000"	"5.840"	"14"	"1"	"5"	"1"	"115"	"12.5"	"9.01"	"6.80"	"1"	"1"
"916743004623214960"	"False"	"High"	"IsMasterProtein"	"P62266"	"40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3"	"0.000"	"5.834"	"16"	"2"	"2"	"2"	"143"	"15.8"	"10.49"	"5.80"	"2"	"1"
"-6224578452559730793"	"False"	"High"	"IsMasterProtein"	"Q9H116"	"GDNF-inducible zinc finger protein 1 OS=Homo sapiens OX=9606 GN=GZF1 PE=1 SV=1"	"0.000"	"5.816"	"3"	"1"	"1"	"1"	"711"	"80.4"	"7.87"	"4.64"	"1"	"1"
"-5991678768207076864"	"False"	"High"	"IsMasterProtein"	"Q9UNF1"	"Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2"	"0.000"	"5.815"	"4"	"2"	"3"	"2"	"606"	"64.9"	"9.32"	"4.20"	"2"	"1"
"2594801350968766228"	"False"	"High"	"IsMasterProtein"	"Q99986"	"Serine/threonine-protein kinase VRK1 OS=Homo sapiens OX=9606 GN=VRK1 PE=1 SV=1"	"0.000"	"5.807"	"6"	"2"	"2"	"2"	"396"	"45.4"	"8.91"	"2.64"	"2"	"1"
"-525798378457225330"	"False"	"High"	"None"	"P0CG39"	"POTE ankyrin domain family member J OS=Homo sapiens OX=9606 GN=POTEJ PE=3 SV=1"	"0.000"	"5.788"	"1"	"1"	"1"	"1"	"1038"	"117.3"	"5.97"	"3.63"	"1"	"1"
"-4375122853346024923"	"False"	"High"	"IsMasterProtein"	"Q9C0E2"	"Exportin-4 OS=Homo sapiens OX=9606 GN=XPO4 PE=1 SV=2"	"0.000"	"5.784"	"3"	"2"	"2"	"2"	"1151"	"130.1"	"5.05"	"6.11"	"2"	"1"
"-3995603134814959224"	"False"	"High"	"IsMasterProtein"	"Q9NRL2"	"Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens OX=9606 GN=BAZ1A PE=1 SV=2"	"0.000"	"5.776"	"1"	"1"	"1"	"1"	"1556"	"178.6"	"6.60"	"4.02"	"1"	"1"
"-7520676134801706824"	"False"	"High"	"IsMasterProtein"	"P0DSN7"	"Probable non-functional immunoglobulinn kappa variable 1D-37 OS=Homo sapiens OX=9606 GN=IGKV1D-37 PE=5 SV=1"	"0.000"	"5.770"	"14"	"1"	"1"	"1"	"117"	"12.7"	"9.25"	"3.54"	"1"	"1"
"-8012908085941337264"	"False"	"High"	"IsMasterProtein"	"Q99832"	"T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2"	"0.000"	"5.756"	"5"	"2"	"2"	"2"	"543"	"59.3"	"7.65"	"5.45"	"2"	"1"
"1414945439185658993"	"False"	"High"	"IsMasterProtein"	"P84090"	"Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1"	"0.000"	"5.735"	"14"	"1"	"2"	"1"	"104"	"12.3"	"5.92"	"4.52"	"1"	"1"
"9188891296985920952"	"False"	"High"	"IsMasterProtein"	"P31483"	"Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=3"	"0.000"	"5.718"	"7"	"3"	"3"	"3"	"386"	"42.9"	"7.74"	"4.19"	"3"	"1"
"-4615289327887409645"	"False"	"High"	"IsMasterProtein"	"Q9Y490"	"Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3"	"0.000"	"5.716"	"1"	"2"	"2"	"2"	"2541"	"269.6"	"6.07"	"4.71"	"2"	"1"
"2564632356119292656"	"False"	"High"	"IsMasterProtein"	"P04843"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1"	"0.000"	"5.714"	"7"	"3"	"4"	"3"	"607"	"68.5"	"6.38"	"4.41"	"3"	"1"
"-8406162996631834722"	"False"	"High"	"IsMasterProtein"	"Q7L590"	"Protein MCM10 homolog OS=Homo sapiens OX=9606 GN=MCM10 PE=1 SV=2"	"0.000"	"5.705"	"2"	"1"	"1"	"1"	"875"	"98.1"	"8.75"	"2.76"	"1"	"1"
"-8574941110567403249"	"False"	"High"	"IsMasterProtein"	"Q9BUN5"	"Coiled-coil domain-containing protein 28B OS=Homo sapiens OX=9606 GN=CCDC28B PE=1 SV=2"	"0.000"	"5.678"	"9"	"1"	"1"	"1"	"200"	"22.0"	"5.36"	"3.22"	"1"	"1"
"-8603846715658809849"	"False"	"High"	"IsMasterProtein"	"Q14807"	"Kinesin-like protein KIF22 OS=Homo sapiens OX=9606 GN=KIF22 PE=1 SV=5"	"0.000"	"5.659"	"5"	"2"	"2"	"2"	"665"	"73.2"	"9.45"	"6.70"	"2"	"1"
"-2013502918217235635"	"False"	"High"	"IsMasterProtein"	"O14929"	"Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=1"	"0.000"	"5.656"	"3"	"1"	"1"	"1"	"419"	"49.5"	"5.69"	"3.36"	"1"	"1"
"6030770174415932169"	"False"	"High"	"IsMasterProteinCandidate"	"P52294"	"Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3"	"0.000"	"5.654"	"3"	"1"	"1"	"1"	"538"	"60.2"	"5.01"	"3.69"	"1"	"1"
"129131395062821666"	"False"	"High"	"IsMasterProtein"	"O15131"	"Importin subunit alpha-6 OS=Homo sapiens OX=9606 GN=KPNA5 PE=1 SV=2"	"0.000"	"5.654"	"3"	"1"	"1"	"1"	"536"	"60.3"	"5.16"	"3.69"	"1"	"1"
"3767865638315377274"	"False"	"High"	"IsMasterProteinCandidate"	"O60684"	"Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1"	"0.000"	"5.654"	"3"	"1"	"1"	"1"	"536"	"60.0"	"4.98"	"3.69"	"1"	"1"
"-1669243048092869257"	"False"	"High"	"IsMasterProtein"	"Q8WU90"	"Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1"	"0.000"	"5.649"	"3"	"1"	"1"	"1"	"426"	"48.6"	"5.31"	"4.04"	"1"	"1"
"1748573463469303870"	"False"	"High"	"IsMasterProtein"	"Q99661"	"Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2"	"0.000"	"5.627"	"3"	"2"	"2"	"2"	"725"	"81.3"	"7.83"	"3.05"	"2"	"1"
"6312780505627043912"	"False"	"High"	"None"	"Q96E39"	"RNA binding motif protein, X-linked-like-1 OS=Homo sapiens OX=9606 GN=RBMXL1 PE=1 SV=1"	"0.000"	"5.619"	"4"	"1"	"1"	"1"	"390"	"42.1"	"9.89"	"3.05"	"1"	"1"
"-593935606525817528"	"False"	"High"	"None"	"Q8N7X1"	"RNA-binding motif protein, X-linked-like-3 OS=Homo sapiens OX=9606 GN=RBMXL3 PE=2 SV=2"	"0.000"	"5.619"	"1"	"1"	"1"	"1"	"1067"	"114.9"	"9.10"	"3.05"	"1"	"1"
"-4357852675593899782"	"False"	"High"	"IsMasterProtein"	"P25205"	"DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3"	"0.000"	"5.608"	"3"	"2"	"2"	"2"	"808"	"90.9"	"5.77"	"5.19"	"2"	"1"
"-6199563702112544119"	"False"	"High"	"IsMasterProtein"	"Q86XP3"	"ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1"	"0.000"	"5.588"	"3"	"3"	"3"	"3"	"938"	"102.9"	"7.02"	"2.25"	"3"	"1"
"-2847148615950550488"	"False"	"High"	"IsMasterProtein"	"P20700"	"Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2"	"0.000"	"5.587"	"6"	"3"	"3"	"3"	"586"	"66.4"	"5.16"	"1.72"	"3"	"1"
"4258123771778816743"	"False"	"High"	"IsMasterProtein"	"P55265"	"Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4"	"0.000"	"5.572"	"1"	"1"	"1"	"1"	"1226"	"136.0"	"8.65"	"3.80"	"1"	"1"
"206335392682654955"	"False"	"High"	"IsMasterProtein"	"Q5SY16"	"Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1"	"0.000"	"5.562"	"4"	"1"	"1"	"1"	"702"	"79.3"	"9.13"	"3.24"	"1"	"1"
"8377264718886898276"	"False"	"High"	"IsMasterProtein"	"Q9Y2K7"	"Lysine-specific demethylase 2A OS=Homo sapiens OX=9606 GN=KDM2A PE=1 SV=3"	"0.000"	"5.554"	"3"	"2"	"2"	"2"	"1162"	"132.7"	"7.58"	"5.78"	"2"	"1"
"-8051060092972963537"	"False"	"High"	"IsMasterProtein"	"P05412"	"Transcription factor AP-1 OS=Homo sapiens OX=9606 GN=JUN PE=1 SV=2"	"0.000"	"5.549"	"5"	"1"	"1"	"1"	"331"	"35.7"	"8.76"	"3.07"	"1"	"1"
"7448021442665095265"	"False"	"High"	"IsMasterProtein"	"O95347"	"Structural maintenance of chromosomes protein 2 OS=Homo sapiens OX=9606 GN=SMC2 PE=1 SV=2"	"0.000"	"5.547"	"4"	"3"	"3"	"3"	"1197"	"135.6"	"8.43"	"2.46"	"3"	"1"
"-1633285367868477603"	"False"	"High"	"None"	"P35241"	"Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1"	"0.000"	"5.541"	"4"	"3"	"3"	"3"	"583"	"68.5"	"6.37"	"3.96"	"3"	"1"
"-1213395878895108528"	"False"	"High"	"None"	"P26038"	"Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3"	"0.000"	"5.541"	"4"	"3"	"3"	"3"	"577"	"67.8"	"6.40"	"3.96"	"3"	"1"
"-2088218542987526353"	"False"	"High"	"IsMasterProtein"	"P49005"	"DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1"	"0.000"	"5.529"	"3"	"1"	"1"	"1"	"469"	"51.3"	"5.58"	"3.21"	"1"	"1"
"-5279818007546203506"	"False"	"High"	"IsMasterProtein"	"Q4VCS5"	"Angiomotin OS=Homo sapiens OX=9606 GN=AMOT PE=1 SV=1"	"0.000"	"5.517"	"1"	"1"	"1"	"1"	"1084"	"118.0"	"7.64"	"2.99"	"1"	"1"
"-3578102101740609767"	"False"	"High"	"None"	"Q01546"	"Keratin, type II cytoskeletal 2 oral OS=Homo sapiens OX=9606 GN=KRT76 PE=1 SV=2"	"0.000"	"5.511"	"2"	"2"	"2"	"0"	"638"	"65.8"	"8.12"	"5.04"	"2"	"2"
"5299836175419688438"	"False"	"High"	"IsMasterProteinCandidate"	"P42166"	"Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2"	"0.000"	"5.483"	"5"	"2"	"2"	"2"	"694"	"75.4"	"7.66"	"4.98"	"2"	"1"
"560931000169040577"	"False"	"High"	"IsMasterProtein"	"P42167"	"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2"	"0.000"	"5.483"	"7"	"2"	"2"	"2"	"454"	"50.6"	"9.38"	"4.98"	"2"	"1"
"-5564485370032939878"	"False"	"High"	"IsMasterProtein"	"Q9UBV8"	"Peflin OS=Homo sapiens OX=9606 GN=PEF1 PE=1 SV=1"	"0.000"	"5.452"	"5"	"1"	"1"	"1"	"284"	"30.4"	"6.54"	"4.16"	"1"	"1"
"-4265990204774033592"	"False"	"High"	"IsMasterProtein"	"O75175"	"CCR4-NOT transcription complex subunit 3 OS=Homo sapiens OX=9606 GN=CNOT3 PE=1 SV=1"	"0.000"	"5.445"	"3"	"1"	"1"	"1"	"753"	"81.8"	"6.20"	"2.37"	"1"	"1"
"-2869717489525171844"	"False"	"High"	"IsMasterProtein"	"O60306"	"RNA helicase aquarius OS=Homo sapiens OX=9606 GN=AQR PE=1 SV=4"	"0.000"	"5.431"	"1"	"1"	"1"	"1"	"1485"	"171.2"	"6.37"	"3.22"	"1"	"1"
"-5860754846925802701"	"False"	"High"	"IsMasterProtein"	"O95400"	"CD2 antigen cytoplasmic tail-binding protein 2 OS=Homo sapiens OX=9606 GN=CD2BP2 PE=1 SV=1"	"0.000"	"5.430"	"7"	"2"	"2"	"2"	"341"	"37.6"	"4.61"	"4.94"	"2"	"1"
"-8597337933688242360"	"False"	"High"	"IsMasterProtein"	"P84243"	"Histone H3.3 OS=Homo sapiens OX=9606 GN=H3-3A PE=1 SV=2"	"0.000"	"5.419"	"20"	"3"	"3"	"3"	"136"	"15.3"	"11.27"	"7.07"	"3"	"1"
"4761444306110850876"	"False"	"High"	"IsMasterProteinCandidate"	"Q71DI3"	"Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C15 PE=1 SV=3"	"0.000"	"5.419"	"20"	"3"	"3"	"3"	"136"	"15.4"	"11.27"	"7.07"	"3"	"1"
"2430507355709703341"	"False"	"High"	"IsMasterProteinCandidate"	"P68431"	"Histone H3.1 OS=Homo sapiens OX=9606 GN=H3C1 PE=1 SV=2"	"0.000"	"5.419"	"20"	"3"	"3"	"3"	"136"	"15.4"	"11.12"	"7.07"	"3"	"1"
"-519156847082484659"	"False"	"High"	"IsMasterProteinCandidate"	"Q16695"	"Histone H3.1t OS=Homo sapiens OX=9606 GN=H3-4 PE=1 SV=3"	"0.000"	"5.419"	"20"	"3"	"3"	"3"	"136"	"15.5"	"11.12"	"7.07"	"3"	"1"
"-8882666347281850930"	"False"	"High"	"IsMasterProtein"	"P48739"	"Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2"	"0.000"	"5.411"	"8"	"1"	"1"	"1"	"271"	"31.5"	"6.87"	"4.02"	"1"	"1"
"4972619903535100006"	"False"	"High"	"IsMasterProtein"	"P49916"	"DNA ligase 3 OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=2"	"0.000"	"5.389"	"3"	"2"	"2"	"2"	"1009"	"112.8"	"9.01"	"3.12"	"2"	"1"
